"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.modifierExtension","mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.Wert","mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.Wert","","","",1,1,"","","","code {[]} {[]}
","Wert","Wert Tumorausbreitung","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.Wert",1,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.Zeitpunkt","mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.Zeitpunkt","","","",1,1,"","","","dateTime {[]} {[]}
","Zeitpunkt","Zeitpunkt der Tumorausbreitung","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Diagnose.TumorausbreitungMTB.Zeitpunkt",1,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie","mii-lm-mtb.Behandlungsepisode.Vortherapie","","","",0,*,"","","","BackboneElement {[]} {[]}
","Vortherapie","Vortherapie","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.id","mii-lm-mtb.Behandlungsepisode.Vortherapie.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.extension","mii-lm-mtb.Behandlungsepisode.Vortherapie.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.modifierExtension","mii-lm-mtb.Behandlungsepisode.Vortherapie.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Kategorie","mii-lm-mtb.Behandlungsepisode.Vortherapie.Kategorie","","","",0,1,"","","","code {[]} {[]}
","Kategorie","Kategorie der Leitlinientherapie (Prozedur)","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Kategorie",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Startdatum","mii-lm-mtb.Behandlungsepisode.Vortherapie.Startdatum","","","",1,1,"","","","dateTime {[]} {[]}
","Startdatum","Startdatum der Vortherapie","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Startdatum",1,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Enddatum","mii-lm-mtb.Behandlungsepisode.Vortherapie.Enddatum","","","",0,1,"","","","dateTime {[]} {[]}
","Enddatum","Enddatum der Vortherapie","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Enddatum",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Diagnose","mii-lm-mtb.Behandlungsepisode.Vortherapie.Diagnose","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition]]}
","Verweis auf Diagnose","Verweis auf i.d.R. die Anmeldediagnose, in seltenen Fällen weitere Diagnosen","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Diagnose",0,*,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapiestatusgrund","mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapiestatusgrund","","","",0,1,"","","","code {[]} {[]}
","Therapiestatusgrund","Gibt den Grund an, warum die Systemtherapie beendet wurde","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapiestatusgrund",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapieplan","mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapieplan","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CarePlan]]}
","Verweis auf Therapieplan","Verweis auf den im Molekularen Tumorboard beschlossenen Therapieplan","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapieplan",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapielinie","mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapielinie","","","",0,1,"","","","unsignedInt {[]} {[]}
","Therapielinie","Therapielinie der Vortherapie (0 bis 9)","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Therapielinie",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.Vortherapie.Zulassungsstatus","mii-lm-mtb.Behandlungsepisode.Vortherapie.Zulassungsstatus","","","",0,1,"","","","code {[]} {[]}
","Zulassungsstatus","Zulassungsstatus der Vortherapie","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.Vortherapie.Zulassungsstatus",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.ECOG","mii-lm-mtb.Behandlungsepisode.ECOG","","","",0,*,"","","","BackboneElement {[]} {[]}
","ECOG Performance Status","ECOG Performance Status bei Einschluss ins Molekulare Tumorboard","","","","","","","","","",,,,,"",,,,"mii-lm-mtb.Behandlungsepisode.ECOG",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.ECOG.id","mii-lm-mtb.Behandlungsepisode.ECOG.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mtb","mii-lm-mtb.Behandlungsepisode.ECOG.extension","mii-lm-mtb.Behandlungsepisode.ECOG.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
